Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
53,0.3385409385427245,0.01471917124098802,0.33667115619740184,0.014637876356408775,0.33667115619740184,0.014637876356408775,0.0,0.0018697823453202034,0.33667115619740184,0.014637876356408775,0.01966848238341612,0.017798700038095916,8.05371042447779e-05,0.013864019833013408,0.13519058035664422,244,221,23,9.608695652173912,0
54,3.9402801545440784,0.014224838103047215,3.936091125037792,0.014209715252844014,3.936091125037792,0.014209715252844014,0.0,0.004189029506308728,3.936091125037792,0.014209715252844014,0.018448904553928003,0.014259875047619275,0.0007922152804232931,0.014158235559531229,0.03795952256988144,295,18,277,0.06498194945848375,0
55,61.30606780359754,0.021708947522520377,61.29226911975396,0.021704061303029022,61.29226911975396,0.021704061303029022,0.0,0.013798683843566195,61.29226911975396,0.021704061303029022,0.028244770091184535,0.01444608624761834,0.00010944004733044197,0.021698945833394604,0.05818055399770472,2956,132,2824,0.046742209631728045,0
56,1.0550703849368084,0.007177349557393254,1.0500384348421348,0.007143118604368264,1.0500384348421348,0.007143118604368264,0.0,0.005031950094599225,1.0500384348421348,0.007143118604368264,0.016067064964440547,0.011035114869841323,3.7155268922024656e-05,0.007068049795730394,0.009295706980639196,444,297,147,2.020408163265306,0
57,6.704142878981221,0.014964604640583083,6.697499874815484,0.014949776506284563,6.697499874815484,0.014949776506284563,0.0,0.006643004165775679,6.697499874815484,0.014949776506284563,0.021684038883236667,0.015041034717460988,0.00025493279182137266,0.014916202768075858,0.26122089134247695,507,59,448,0.13169642857142858,0
58,11.908376224313837,0.015648326181752742,11.895815686773124,0.01563182087618019,11.895815686773124,0.01563182087618019,0.0,0.012560537540695194,11.895815686773124,0.01563182087618019,0.02591306615021871,0.013352528609523517,0.001112710717460293,0.015614274846469933,0.0356824401615885,773,12,761,0.01576872536136662,0
60,29.671716100576372,0.019728534641340674,29.66941488768898,0.01972700457958044,29.66941488768898,0.01972700457958044,0.0,0.0023012128875468107,29.66941488768898,0.01972700457958044,0.016440935605007923,0.014139722717461112,0.0002396563172451036,0.019717603168199045,0.13135854025531835,1563,59,1504,0.03922872340425532,0
61,58.028844434959986,0.022089396435081836,58.02641094126274,0.022088470095646264,58.02641094126274,0.022088470095646264,0.0,0.0024334936970831222,58.02641094126274,0.022088470095646264,0.019938949087558555,0.017505455390475433,6.459577634861784e-05,0.02208180642781592,0.09337840715370938,2898,271,2627,0.10315949752569471,0
62,1.3931035360327346,0.008146804304284997,1.3861283594231528,0.008106013797796215,1.3861283594231528,0.008106013797796215,0.0,0.006975176609604006,1.3861283594231528,0.008106013797796215,0.12550242588672766,0.11852724927712366,3.380697355308718e-05,0.007412871989157936,0.005729698850704068,3677,3506,171,20.502923976608187,0
63,1.2029847244513672,0.007425831632415847,1.1981831508317442,0.0073961922890848405,1.1981831508317442,0.0073961922890848405,0.0,0.0048015736196429515,1.1981831508317442,0.0073961922890848405,0.013284042800595586,0.008482469180952634,0.0003262488146520244,0.00734383136821464,0.02115584356222655,188,26,162,0.16049382716049382,0
